"IDIngredienteReceta";"IDReceta";"IDIngrediente";"Cantidad";"IDUnidad";"Observación"
5880;729;207;5,00;7;
5881;729;48;1,00;1;"Molido"
5882;730;21;0,75;6;
5883;730;180;0,25;1;
5884;730;55;30,00;3;
5885;730;12;4,00;2;"Tibia"
5886;730;7;3,50;6;
5887;730;1;2,00;1;
5888;730;10;2,00;7;
5889;731;70;1,00;7;"Jugosa"
5890;731;71;0,50;2;
5891;731;77;250,00;3;"Descremado"
5892;731;13;2,00;7;
5893;731;28;2,00;13;"Exprimido"
5894;731;75;1,00;11;
5895;172;140;2,00;2;
5896;733;7;0,50;4;
5897;733;286;2,50;1;
5898;733;18;4,00;2;
5899;733;292;100,00;3;"Puede ser margarina"
5900;733;11;100,00;3;
5901;733;10;1,00;7;
5902;733;21;0,50;6;
5903;734;35;400,00;3;
5904;734;18;4,50;2;
5905;734;13;2,00;7;
5906;734;171;1,00;6;"Sultanas"
5907;735;14;3,00;7;
5908;735;28;1,00;7;"Jugo y ralladura"
5909;735;18;3,00;2;
5910;735;11;150,00;3;
5911;736;21;1,00;15;
5912;736;18;100,00;3;
5913;736;363;7,00;2;
5914;736;35;500,00;3;
5915;736;56;3,00;13;
5916;737;14;3,00;7;
5917;737;18;125,00;3;
5918;737;21;0,50;15;
5919;737;15;1,00;2;
5920;737;35;0,25;15;
5921;737;1;1,00;5;
5922;737;56;1,00;11;
5923;737;198;100,00;3;"Rallado"
5924;738;10;3,00;7;
5925;738;18;70,00;3;
5926;738;28;0,30;6;"Exprimido"
5927;738;22;1,00;1;
5928;738;35;300,00;3;"Batida espesa"
5929;738;91;75,00;3;
5930;739;10;3,00;7;
5931;739;18;300,00;3;
5932;739;11;150,00;3;
5933;739;287;150,00;3;"(En polvo)"
5934;739;7;150,00;3;
5935;739;191;1,00;6;
5936;740;254;1,00;15;
5937;740;70;2,00;7;"De jugo - exprimidas"
5938;740;315;4,00;7;"Pelados - En trozos o gajos"
5939;740;18;5,00;2;
5940;740;28;2,00;7;"La cáscara"
5941;740;43;1,00;5;
5942;741;21;1,00;15;
5943;741;14;4,00;7;
5944;741;18;250,00;3;
5945;741;287;4,00;35;
5946;741;15;1,00;2;
5947;741;56;1,00;1;
5948;741;11;80,00;3;
5949;741;13;3,00;7;
5950;742;21;0,60;15;"Hervida"
5951;742;18;100,00;3;
5952;742;363;0,50;4;
5953;742;35;250,00;3;
5954;742;13;3,00;7;
5955;742;20;2,00;2;"O Cognac"
5956;743;14;4,00;7;
5957;743;18;250,00;3;
5958;743;88;0,50;15;
5959;743;15;1,00;2;
5960;743;13;3,00;7;
5961;743;35;300,00;3;
5962;744;21;1,00;15;
5963;744;35;0,50;15;
5964;744;18;250,00;3;
5965;744;56;2,00;1;
5966;744;15;1,00;2;
5967;745;21;1,00;15;
5968;745;14;5,00;7;
5969;745;13;3,00;7;
5970;745;15;1,00;2;
5971;745;18;200,00;3;
5972;745;35;300,00;3;
5973;745;80;1,00;17;
5974;746;21;1,00;15;
5975;746;18;250,00;3;
5976;746;191;1,00;6;"Picada"
5977;746;14;5,00;7;
5978;746;35;400,00;3;
5979;746;56;1,00;1;
5980;746;399;1,00;24;
5981;747;18;200,00;3;
5982;747;70;0,30;15;"Jugo"
5983;747;35;0,60;15;
5984;747;14;2,00;7;
5986;748;18;300,00;3;
5987;748;12;0,75;15;
5988;748;28;4,00;7;
5989;748;22;2,00;7;
5990;748;35;200,00;3;
5997;750;16;250,00;3;"En puré - frío."
5998;750;21;500,00;22;
5999;750;18;2,00;2;
6000;750;38;150,00;3;
6001;750;56;1,00;1;
6002;750;74;7,00;3;
6003;750;35;100,00;3;
6004;751;216;1,00;4;"Grandes"
6005;751;11;1,00;2;
6006;751;61;4,00;7;
6007;751;196;1,00;31;
6008;751;215;2,00;2;
6009;751;35;3,00;2;
6010;751;1;1,00;11;
6011;751;109;1,00;11;
6012;752;451;1,00;16;
6013;752;344;1,00;16;"Chica - en almíbar"
6014;752;16;2,00;7;
6015;752;151;3,00;25;
6016;752;125;150,00;22;
6017;752;35;100,00;22;
6018;752;28;1,00;7;"Jugo"
6019;753;9;1,00;4;
6020;753;3;1,00;12;
6021;753;55;20,00;3;
6022;753;1;4,00;1;
6023;753;109;1,00;1;
6024;753;12;2,00;6;
6025;753;18;1,00;1;
6026;754;328;1,00;4;
6027;754;3;1,00;8;
6028;754;246;30,00;7;
6029;754;140;0,50;15;
6030;754;1;1,00;5;
6031;754;109;1,00;5;
6032;754;99;0,50;4;"Pequeñas"
6033;755;276;3,00;38;
6035;755;497;1,00;38;
6036;755;251;1,00;38;"Zumo"
6037;755;13;1,00;7;
6038;755;281;5,00;30;
6039;756;298;1,00;15;
6040;756;12;0,50;15;
6041;756;18;500,00;3;
6044;756;498;50,00;3;
6045;756;43;1,00;25;"En rama"
6046;756;80;1,00;17;
6047;757;7;1,00;4;
6048;757;55;40,00;3;
6049;757;4;6,00;2;
6050;757;12;0,60;15;"Tibia"
6051;757;1;1,00;8;
6052;758;7;1,00;4;
6053;758;12;0,50;15;
6054;758;292;12,00;2;"Derretida"
6055;758;55;50,00;3;
6056;758;18;1,00;1;
6057;758;1;1,00;8;
6058;759;9;6,00;6;
6059;759;12;2,50;6;
6060;759;489;1,50;39;
6061;759;18;1,00;2;
6062;759;1;2,00;1;
6063;759;292;50,00;3;
6064;760;342;6,00;7;"Maduras"
6065;760;21;0,50;15;
6066;760;28;1,00;2;"Exprimido"
6067;760;18;300,00;3;
6068;760;35;250,00;22;
6069;567;43;1,00;25;
6070;761;363;1,00;4;
6071;761;18;1,00;4;
6072;761;12;1,00;15;
6073;761;6;0,75;15;
6074;762;28;4,00;7;
6075;762;18;200,00;3;
6076;762;12;0,50;15;
6077;762;13;2,00;7;
6079;763;28;1,00;4;
6080;763;18;0,70;4;"Aprox."
6082;763;56;1,00;5;
6083;764;254;1,00;15;
6084;764;207;3,00;7;
6085;764;43;3,00;25;
6086;764;18;0,75;6;
6087;764;128;0,50;6;
6088;764;70;0,50;6;"Jugo"
6089;765;70;2,00;7;
6090;765;12;1,00;15;
6091;765;18;350,00;3;
6092;765;12;;8;
6093;766;11;75,00;3;"Para la base"
6094;766;490;100,00;3;"Para la base"
6095;766;54;600,00;3;"Para la crema de queso"
6096;766;18;120,00;3;"Para la crema de queso"
6097;766;10;3,00;7;"Para la crema de queso"
6098;766;35;250,00;3;"Para la crema de queso"
6099;766;22;1,00;7;"Para la crema de queso"
6100;766;500;50,00;3;"Para la crema de queso"
6102;766;426;180,00;3;"Para la cobertura"
6103;766;499;200,00;3;"Para la cobertura"
6104;767;101;25,00;3;
6105;767;12;550,00;22;
6106;767;55;30,00;3;
6107;767;83;1,00;1;
6108;767;7;1,00;4;
6109;767;513;100,00;3;"O Grasa de pella"
6110;768;130;70,00;22;"En pulpa o trituradas"
6111;768;20;50,00;22;"Preferentemente dorado"
6112;768;18;60,00;3;"3 cucharadas"
6113;768;281;60,00;3;"3 cubitos - picados"
6114;768;28;1,00;18;"Exprimida"
6115;768;130;1,00;7;"Para decorar"
6116;769;14;1,00;7;
6117;769;57;70,00;9;
6118;769;4;30,00;9;
6119;769;145;1,00;2;"Pequeña"
6120;769;157;5,00;27;
6122;769;501;1,00;5;
6123;769;117;1,00;5;
6124;769;109;1,00;5;
6125;769;29;0,50;6;"Rallado"
6126;770;112;1,00;7;"En presas"
6127;770;169;3,00;7;
6128;770;25;3,00;10;
6129;770;28;1,00;7;
6130;770;4;2,00;2;
6131;770;11;2,00;2;
6132;770;94;250,00;22;
6133;770;179;150,00;22;
6134;770;268;1,00;8;
6135;770;235;1,00;8;
6136;770;1;1,00;8;
6137;770;2;1,00;8;
6138;771;342;1,00;7;
6139;771;70;2,00;6;"Jugo"
6140;771;28;0,25;6;"Jugo"
6141;771;48;2,00;18;
6142;771;79;1,00;2;
6143;771;78;4,00;20;
6144;772;130;1,00;6;"Fruta a elección (durazno, ananá, etc)."
6145;772;105;0,25;16;
6146;772;104;0,25;4;
6147;772;70;1,00;6;"Jugo"
6148;772;281;1,00;8;
6156;;342;4,00;7;"Maduras"
6157;;10;3,00;7;"Chicos"
6158;;18;1,00;6;
6159;;8;1,50;6;
6160;;11;50,00;3;
6161;;43;1,00;2;
6162;;56;0,50;2;
6163;;171;1,00;8;
6164;775;28;2,00;7;
6165;775;18;1,50;21;"Del peso de los limones hervidos"
6166;775;12;2,00;21;"Del peso de los limones hervidos"
6167;776;44;2,00;6;"Cocido"
6168;776;173;1,00;6;"Negros, cocidos"
6169;776;99;1,00;7;
6170;776;163;1,00;7;
6171;776;25;1,00;10;
6172;776;262;1,00;8;
6173;776;150;1,00;8;
6177;782;8;500,00;3;
6178;782;11;150,00;3;
6179;782;10;3,00;7;
6180;782;18;100,00;3;
6181;782;56;1,00;5;
6182;782;14;1,00;7;
6183;782;1;1,00;5;
6184;783;342;3,00;7;
6185;783;11;100,00;3;
6186;783;18;180,00;3;
6187;783;10;3,00;7;
6188;783;8;250,00;3;
6189;783;56;;8;
6190;783;1;1,00;5;
6192;783;21;4,00;2;
6193;784;10;2,00;7;
6194;784;18;1,00;6;
6195;784;8;2,00;6;
6196;784;57;0,75;6;
6197;784;503;4,00;7;
6198;785;168;1,00;4;
6199;785;99;2,00;7;
6200;785;107;5,00;2;
6201;785;43;1,00;1;
6202;785;2;1,00;11;
6203;785;170;1,00;11;
6204;785;1;1,00;11;
6205;785;17;5,00;2;
6206;785;28;2,00;7;
6207;785;4;1,00;8;
6208;786;385;1,00;4;
6209;786;99;2,00;7;
6210;786;320;4,00;2;
6211;786;38;2,00;2;
6212;786;140;2,00;31;
6213;786;25;2,00;10;
6214;786;4;1,00;5;
6215;786;109;1,00;5;
6216;786;1;1,00;8;
6217;787;209;8,00;7;
6218;787;344;8,00;18;
6219;787;18;0,50;6;"Molida"
6220;787;103;250,00;22;
6221;787;11;75,00;3;
6222;787;320;2,00;2;
6224;787;1;1,00;8;
6225;787;108;1,00;8;
6226;788;12;0,50;15;
6227;788;7;800,00;3;
6228;788;1;22,00;3;
6229;788;55;5,00;3;
6230;789;504;0,50;4;
6231;789;268;1,00;8;
6232;789;25;3,00;10;
6233;789;4;1,00;8;
6234;791;18;100,00;3;
6235;791;35;0,50;15;
6236;791;74;7,00;3;
6237;791;416;120,00;9;
6238;793;110;4,00;7;"Grandes"
6239;793;84;40,00;3;
6240;793;268;40,00;3;
6241;793;115;40,00;3;
6242;793;204;40,00;3;
6243;793;11;200,00;3;
6244;793;408;100,00;9;
6245;793;94;100,00;9;
6246;793;1;1,00;8;
6247;794;342;2,00;7;"No muy maduras"
6248;794;147;6,00;27;
6249;794;3;1,00;8;
6250;795;340;4,00;18;
6251;795;10;1,00;7;
6252;795;157;8,00;27;
6253;795;99;1,00;7;
6254;795;107;1,00;5;
6255;795;125;1,00;8;
6256;796;99;150,00;3;
6257;796;248;1,00;2;
6258;796;18;1,00;1;
6259;796;1;1,00;5;
6260;796;340;6,00;18;
6263;796;505;100,00;3;
6264;796;32;6,00;20;
6265;796;475;12,00;26;
6266;797;115;1,00;7;
6267;797;151;2,00;25;
6268;797;475;4,00;26;
6269;797;340;4,00;18;
6270;797;10;1,00;7;
6271;797;4;1,00;8;
6272;797;1;1,00;5;
6273;797;28;0,50;7;"el jugu"
6275;798;269;1,00;7;
6276;798;61;1,00;7;
6277;798;181;4,00;26;
6278;798;63;4,00;26;
6279;798;4;1,00;8;
6280;798;340;4,00;18;
6281;;116;4,00;26;
6282;;475;4,00;26;
6283;;484;4,00;26;
6284;;1;1,00;5;
6285;;109;1,00;5;
6286;;4;1,00;8;
6288;800;506;500,00;3;
6289;800;147;200,00;3;"En cubitos"
6290;800;4;1,00;8;
6293;801;512;250,00;3;"Pequeños"
6294;801;348;1,00;8;
6295;801;166;1,00;20;
6296;802;110;500,00;3;
6297;802;10;5,00;7;
6298;802;3;500,00;9;
6299;802;99;1,00;7;"Opcional"
6300;802;1;1,00;8;
6301;800;1;1,00;8;
6302;800;99;2,00;7;
6303;800;25;2,00;10;"Opcional"
6304;803;25;10,00;10;
6305;803;10;6,00;7;
6306;803;340;12,00;18;"Duro"
6307;803;475;150,00;3;
6308;803;230;2,50;15;
6309;803;1;1,00;8;
6310;803;109;1,00;11;
6311;803;108;2,00;2;"Dulce"
6312;803;4;50,00;9;
6313;804;174;0,50;4;
6314;804;181;150,00;3;
6316;804;176;1,00;7;
6317;804;166;1,00;20;
6318;804;25;2,00;10;
6320;804;509;1,00;7;
6321;804;508;1,00;5;
6322;804;356;50,00;9;
6324;804;510;0,50;4;
6326;805;112;16,00;40;
6327;805;3;0,25;6;
6328;805;99;1,00;7;"Picada fina"
6329;805;61;1,00;7;"Pelado y picado fino"
6330;805;163;0,50;7;"Cortado en cuadraditos"
6331;805;62;1,00;1;
6332;805;1;1,00;11;
6333;805;109;1,00;11;
6334;805;179;8,00;6;
6335;805;44;3,00;6;
6336;805;184;0,50;6;
6337;805;176;250,00;3;"En rodajas"
6338;805;261;2,00;2;
6339;805;107;1,00;8;"Para decorar"
6340;806;21;1,00;15;
6341;806;18;200,00;3;
6342;806;14;8,00;7;
6343;806;15;25,00;3;
6344;806;22;1,00;7;
6345;806;43;1,00;25;
6346;806;18;1,00;8;"Para quemar"
6348;804;99;1,00;7;
6349;807;167;16,00;7;
6350;807;283;150,00;3;
6351;807;4;1,00;8;
6352;807;62;1,00;8;
6353;807;1;1,00;8;
6355;808;201;250,00;3;
6356;808;224;1,00;25;
6357;808;268;1,00;25;
6358;808;294;3,00;25;
6359;808;25;4,00;10;
6360;808;108;1,00;2;
6361;808;28;0,50;7;
6362;808;62;1,00;2;
6363;808;166;1,00;20;
6364;808;4;50,00;9;
6365;808;188;1,00;18;
6366;809;381;300,00;3;"Harina Morena o toda 0000"
6367;809;9;300,00;3;
6368;809;140;0,30;15;
6369;809;55;30,00;3;"Fresca"
6370;809;79;60,00;3;
6371;809;1;15,00;3;
6372;809;10;1,00;7;"Grande"
6373;809;3;60,00;3;
6374;811;21;1,00;15;
6375;811;44;150,00;3;
6376;811;18;125,00;3;
6377;811;11;25,00;3;
6378;811;43;2,00;25;
6379;811;22;1,00;7;
6380;811;43;1,00;8;
6383;812;514;1,00;4;
6384;812;413;250,00;9;
6385;812;12;250,00;9;
6386;812;18;1,00;8;
6387;813;253;1,00;4;
6388;813;11;2,00;2;
6389;813;94;400,00;9;
6390;813;133;200,00;3;
6391;813;99;1,00;7;
6392;813;504;10,00;7;"O menor cantidad de papas grandes"
6393;814;99;1,00;7;
6394;814;25;1,00;10;
6395;814;112;1,00;7;"Muslo, contramulso y pechuga"
6396;814;48;5,00;3;
6397;814;220;1,00;7;"Pequeña"
6398;814;321;5,00;3;"1 cucharada generosa"
6399;814;261;2,00;3;
6400;814;170;2,00;3;
6401;814;61;50,00;9;"Natural triturado"
6402;814;2;1,00;11;
6403;814;318;200,00;9;
6404;814;3;1,00;8;"Oliva o girasol"
6405;814;107;1,00;8;"Para decorar"
6406;815;269;3,00;7;
6407;815;101;1,00;2;
6408;815;45;3,00;31;
6409;815;12;3,00;31;
6410;815;25;4,00;10;
6411;815;166;10,00;20;
6412;815;62;10,00;3;
6413;815;2;1,00;8;
6414;816;202;1,00;4;"Atado en redondo"
6415;816;140;3,00;6;
6416;816;99;1,00;7;"Cortada en trozos grandes"
6417;816;153;1,00;7;"Cortada en rodajas"
6418;816;515;1,00;41;
6419;816;516;1,00;8;
6420;816;1;1,00;8;
6421;816;109;1,00;8;
6422;817;44;500,00;3;
6423;817;112;1,00;7;
6424;817;163;1,00;7;
6425;817;99;1,00;7;
6426;817;25;3,00;10;
6427;817;61;2,00;7;
6428;817;1;1,00;11;
6429;817;4;1,00;8;
6430;817;12;1,00;15;"O caldo de pollo"
6431;818;99;2,00;7;
6432;818;25;3,00;10;
6433;818;168;0,50;4;
6434;818;269;1,00;4;
6435;818;3;200,00;9;"Si es de oliva, mejor."
6436;818;61;2,00;7;
6437;818;43;1,00;1;"En polvo"
6438;818;78;1,00;5;
6439;818;1;1,00;11;
6440;818;2;1,00;11;"Recién molida"
6441;818;107;1,00;5;
6442;818;94;0,50;6;
6443;818;225;200,00;3;"Muzzarela o fresco en reemplazo"
6444;818;354;0,50;15;
6445;818;162;3,00;2;
6446;819;269;4,00;7;
6447;819;110;1,00;4;
6448;819;99;1,00;7;
6449;819;61;2,00;7;
6450;819;163;2,00;7;
6451;819;25;2,00;10;
6452;819;1;1,00;11;
6453;819;109;1,00;11;
6454;819;224;2,00;2;
6455;819;186;0,50;16;
6456;819;231;0,50;6;
6457;819;254;0,50;6;
6458;819;4;0,25;6;
6459;819;63;1,00;6;"Rallada"
6460;819;29;4,00;2;"Rallado"
6461;820;55;35,00;3;
6462;820;12;100,00;22;
6463;820;18;100,00;3;
6464;820;21;500,00;22;
6465;820;1;20,00;3;
6466;820;83;2,00;1;"Puede reemplazarse por miel"
6467;820;9;1,00;4;
6468;820;7;2,00;2;
6469;820;11;80,00;3;
6470;820;35;50,00;22;"Puede no ponerse"
6471;821;151;6,00;34;
6472;821;151;6,00;42;
6473;821;184;80,00;3;
6474;821;99;1,00;7;
6475;821;25;2,00;10;
6476;821;179;800,00;9;
6477;821;105;100,00;9;
6478;821;4;1,00;8;
6479;821;1;1,00;11;
6480;821;109;1,00;11;
6481;821;107;1,00;11;"Para decorar"
6482;822;7;300,00;3;
6483;822;489;15,00;3;
6484;822;18;80,00;3;
6485;822;10;1,00;7;
6486;822;1;1,00;8;
6487;822;12;200,00;9;
6488;822;43;0,50;1;
6489;822;91;1,00;8;"Puede swer canela"
6491;822;517;250,00;3;
6494;823;518;450,00;3;
6495;823;335;2,00;7;
6496;823;115;1,00;7;
6497;823;153;2,00;7;
6498;823;163;0,50;7;
6499;823;152;0,50;7;
6500;823;184;125,00;3;
6501;823;110;2,00;7;"medianas"
6502;823;186;2,00;2;
6503;823;128;100,00;9;
6504;823;94;100,00;9;
6505;823;230;1,00;8;"O agua"
6506;823;3;1,00;8;
6507;823;2;1,00;11;
6508;824;381;1,00;4;
6509;824;12;750,00;9;"Tibia"
6510;824;55;25,00;3;"O 7gr de levadura seca"
6511;824;1;25,00;3;
6512;824;3;40,00;9;"Puede ser manteca o margarina."
6513;137;157;5,00;7;
6514;137;125;4,00;2;
6515;137;145;1,00;2;
6516;137;330;1,00;20;
6517;137;230;100,00;22;
6518;825;489;10,00;3;
6519;825;110;100,00;3;"Pelada y cortada"
6520;825;153;50,00;3;"Pelada y cortada"
6521;825;12;40,00;9;
6522;825;4;30,00;9;
6523;825;28;1,00;1;"Jugo"
6524;825;1;1,00;5;
6525;825;25;1,00;5;"En polvo"
6526;825;99;1,00;5;"En polvo"
6528;826;519;2,00;7;
6529;826;70;500,00;9;"Zumo"
6530;826;117;50,00;9;
6531;826;38;2,00;2;
6532;826;25;3,00;10;
6533;826;1;1,00;11;
6534;826;2;1,00;11;
6535;826;4;1,00;8;
6537;827;520;250,00;3;
6538;827;18;250,00;3;
6539;827;408;1,00;33;
6540;827;28;50,00;9;
6541;827;1;1,00;2;
6542;827;12;1,00;8;
6543;827;43;1,00;25;
6544;827;207;1,00;7;
6547;828;521;300,00;3;
6548;828;99;1,00;7;
6549;828;25;1,00;10;
6550;828;113;20,00;3;
6551;828;4;15,00;9;
6552;828;1;1,00;8;
6553;828;2;1,00;8;
6554;829;269;0,50;7;
6556;829;471;3,00;34;
6557;829;522;0,50;7;
6558;829;462;4,00;7;
6559;829;98;4,00;7;
6560;829;153;2,00;7;
6561;829;10;1,00;7;
6562;829;7;100,00;3;
6563;829;15;45,00;3;
6564;829;489;5,00;3;
6565;829;12;200,00;9;"helada"
6566;829;18;5,00;3;
6567;829;1;5,00;3;
6568;829;281;3,00;30;
6569;829;513;1,00;8;
6570;829;213;1,00;5;
6571;829;117;1,00;8;"Para acompañar"
6572;829;46;1,00;8;"Para acompañar"
6573;830;55;50,00;3;"Para fermento"
6574;830;18;1,00;1;"Para fermento"
6575;830;9;1,00;2;"Para fermento - bien colmada"
6576;830;12;0,30;6;"Para fermento - Tibia"
6577;830;9;1,00;4;"Para la masa"
6578;830;11;75,00;3;"Para la masa - blanda"
6579;830;18;200,00;3;"Para la masa"
6580;830;22;1,00;7;"Para la masa"
6581;830;300;1,00;5;"Para la masa"
6582;830;103;1,00;24;"Para la masa - O cognac"
6583;830;10;2,00;7;"Para la masa"
6584;830;21;0,30;6;"Para la masa"
6585;830;302;400,00;3;"Para la masa - O seca o ambas"
6586;830;10;1,00;7;"Para la masa - Batido para pintar"
6588;830;523;2,00;7;"De 1kg"
6589;831;259;1,00;6;
6590;831;18;0,60;6;
6591;831;11;1,00;2;
6592;831;12;0,25;6;
6593;831;1;1,00;5;
6594;832;325;500,00;3;
6595;832;7;1,00;31;
6596;832;94;150,00;9;
6597;832;25;1,00;5;"En polvo"
6598;832;107;1,00;8;
6599;832;109;1,00;8;
6600;832;1;1,00;8;
6601;832;3;1,00;15;
6602;833;110;2,00;7;
6603;833;25;1,00;10;
6604;833;11;0,50;2;
6605;833;35;0,50;6;
6606;833;54;1,00;2;
6607;833;1;1,00;11;
6608;833;109;1,00;11;
6609;833;162;1,00;11;
6610;834;470;1,00;7;
6611;834;169;2,00;7;
6612;834;99;1,00;7;
6613;834;254;1,00;38;
6614;834;4;1,00;8;
6615;834;11;50,00;3;
6616;834;35;200,00;3;
6617;834;228;150,00;3;
6618;834;230;500,00;22;
6619;835;367;2,00;7;"Opcional"
6620;835;43;1,00;25;
6621;835;207;4,00;7;
6622;835;372;4,00;7;
6623;835;12;400,00;9;
6624;835;18;1,00;11;"Opcional"
6625;836;18;1,00;8;
6626;837;110;1,00;4;
6627;837;7;200,00;3;
6628;837;82;100,00;3;"O almidón de papa"
6629;837;1;1,00;5;
6630;837;11;100,00;3;
6631;837;14;2,00;7;
6632;837;350;1,00;11;
6633;837;91;1,00;11;
6634;837;11;1,00;8;"Para la salsa"
6635;838;25;10,00;10;
6636;838;11;3,00;2;
6637;838;7;3,00;2;
6638;838;230;750,00;9;
6639;838;35;1,00;6;
6640;838;1;2,00;5;
6641;838;204;5,00;2;"Ciboulette"
6642;838;67;1,00;11;
6643;838;138;2,00;18;
6644;838;11;1,00;2;"Para los croutons"
6645;838;25;3,00;10;"Para los croutons"
6646;839;14;4,00;7;
6647;839;18;60,00;3;
6648;839;56;1,00;5;"O vaina mejor"
6649;839;35;500,00;9;
6650;839;1;1,00;5;
6651;839;18;1,00;8;"Para espolvorear"
6652;840;110;1,00;7;"Grande"
6653;840;153;1,00;7;"Grande"
6654;840;99;1,00;7;"Grande"
6655;840;209;2,00;7;
6656;840;25;2,00;10;
6657;840;115;2,00;7;
6658;840;107;1,00;11;
6659;840;171;1,00;11;
6660;840;207;1,00;7;
6661;840;48;1,00;11;
6662;840;67;1,00;11;
6663;840;1;1,00;11;
6664;840;2;1,00;11;
6665;840;166;2,00;20;
6666;841;313;0,50;4;
6667;841;181;200,00;3;
6668;841;99;1,00;7;
6669;841;25;3,00;7;
6670;841;11;1,00;8;
6671;841;230;1,00;7;
6672;841;1;1,00;11;
6673;841;2;1,00;11;
6674;842;21;1,00;15;
6675;842;82;250,00;3;
6676;842;11;100,00;3;
6677;842;14;3,00;7;
6678;842;162;1,00;6;
6679;842;1;1,00;8;
6681;843;9;5,00;6;"Tazas medidoras."
6682;843;140;0,30;15;
6683;843;489;1,50;1;"Cucharita medidora"
6684;843;79;6,00;2;"Cuchara medidora"
6685;843;1;2,00;1;"Cucharita medidora"
6686;843;10;1,00;7;"Grande"
6687;843;3;60,00;9;
6688;844;21;200,00;9;
6689;844;12;100,00;9;
6690;844;11;50,00;3;"Derretida"
6691;844;38;1,00;2;
6692;844;9;5,00;6;"Taza medidora"
6693;844;1;2,00;1;"Cucharita medidora"
6694;844;18;4,00;2;"Cuchara medidora"
6695;844;489;2,00;1;"Cucharita medidora"
6696;845;12;0,50;6;
6697;845;3;1,00;2;
6698;845;516;1,00;2;
6699;845;1;1,00;1;
6700;845;7;2,00;6;
6701;845;489;1,00;2;
6702;846;12;1,00;6;
6703;846;12;6,00;2;
6704;846;3;3,00;2;
6705;846;7;4,00;6;
6706;846;1;1,00;1;
6707;846;489;2,00;1;
6708;847;110;3,00;7;
6709;847;10;2,00;7;
6710;847;176;1,00;7;
6711;847;116;100,00;3;
6712;847;133;4,00;7;
6713;847;380;1,00;6;
6714;847;162;1,00;8;"Para gratinar"
6715;847;1;1,00;8;
6716;847;2;1,00;8;
6717;847;231;1,00;7;
6718;848;7;300,00;3;
6719;848;3;15,00;9;
6720;848;12;180,00;9;"Tibia"
6721;848;489;5,00;3;"1 cucharadita"
6722;848;1;1,00;1;
6723;849;110;1,00;4;"Preferntemente amarilla"
6724;849;141;2,00;7;
6725;849;251;3,00;7;
6726;849;335;2,00;7;
6727;849;3;1,00;8;
6728;849;107;1,00;8;
6729;849;84;1,00;8;
6730;849;271;2,00;7;
6731;849;97;3,00;7;
6732;849;125;100,00;3;
6733;849;123;1,00;2;
6736;850;524;6,00;7;
6739;850;525;0,50;6;
6740;850;526;6,00;7;
6741;850;283;200,00;3;
6742;850;3;100,00;9;
6743;850;1;1,00;8;
6744;850;2;1,00;8;
6745;849;524;2,00;7;
6746;849;61;1,00;7;
6747;849;10;2,00;7;
6748;851;21;1,00;15;"Con la mayor cantidad de grasa posible"
6749;852;425;4,00;7;"Maduras pero firmes"
6750;852;254;0,75;15;"Preferentemente Malbec"
6751;852;18;200,00;3;
6752;852;43;1,00;25;
6753;852;188;1,00;7;
6754;853;381;500,00;3;
6755;853;489;10,00;3;
6756;853;18;1,00;2;
6757;853;1;1,00;1;
6758;853;4;2,00;2;
6759;853;12;300,00;9;"Tibia"
6760;854;286;0,50;1;
6761;854;11;1,00;6;"Derretida"
6762;854;18;2,00;6;
6763;854;65;0,50;6;"En polvo y sin azucar"
6764;854;56;1,00;1;
6765;854;10;4,00;7;
6766;854;7;1,50;6;
6767;854;1;0,50;1;
6768;854;191;0,50;6;"(Opcional) - Picadas"
